_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.431 ; 13.074 ; 254 ; 2019-226T18:08:33.927Z ; 1.000
-0.431 ; 13.296 ; 375 ; 2019-351T01:52:28.889Z ; 1.000
-0.431 ; 13.596 ; 033 ; 2018-364T17:47:03.682Z ; 1.000
-0.431 ; 13.652 ; 219 ; 2019-190T19:48:32.111Z ; 1.000
-0.431 ; 13.762 ; 258 ; 2019-230T21:28:19.905Z ; 1.000
-0.431 ; 14.793 ; 257 ; 2019-229T21:52:32.550Z ; 1.000
-0.431 ; 14.970 ; 250 ; 2019-222T17:28:05.926Z ; 1.000
-0.431 ; 15.388 ; 222 ; 2019-193T23:33:21.489Z ; 1.000
-0.430 ;  8.791 ; 335 ; 2019-309T18:56:48.281Z ; 1.000
-0.430 ; 10.009 ; 373 ; 2019-348T21:10:55.740Z ; 1.000
-0.430 ; 10.395 ; 211 ; 2019-182T11:13:42.514Z ; 1.000
-0.430 ; 10.544 ; 297 ; 2019-270T19:46:08.138Z ; 1.000
-0.430 ; 10.570 ; 072 ; 2019-039T16:25:48.834Z ; 1.000
-0.430 ; 10.711 ; 358 ; 2019-333T12:02:34.049Z ; 1.000
-0.430 ; 10.768 ; 243 ; 2019-215T08:33:48.675Z ; 1.000
-0.430 ; 10.947 ; 261 ; 2019-233T20:32:54.249Z ; 0.999
-0.430 ; 11.212 ; 175 ; 2019-145T12:31:49.756Z ; 1.000
-0.430 ; 11.410 ; 320 ; 2019-294T11:46:31.039Z ; 1.000
-0.430 ; 12.019 ; 329 ; 2019-303T18:19:04.352Z ; 1.000
-0.430 ; 12.119 ; 018 ; 2018-349T06:18:12.777Z ; 1.000
-0.430 ; 12.134 ; 225 ; 2019-196T22:10:37.874Z ; 1.000
-0.430 ; 12.765 ; 248 ; 2019-220T13:53:31.954Z ; 1.000
-0.430 ; 13.076 ; 202 ; 2019-173T08:05:43.245Z ; 1.000
-0.430 ; 13.337 ; 285 ; 2019-258T14:45:21.258Z ; 1.000
-0.430 ; 13.504 ; 175 ; 2019-145T14:53:06.757Z ; 1.000
-0.430 ; 14.523 ; 298 ; 2019-272T00:30:49.238Z ; 1.000
-0.430 ; 14.752 ; 286 ; 2019-259T16:52:01.256Z ; 1.000
-0.429 ;  9.377 ; 197 ; 2019-168T01:01:34.484Z ; 1.000
-0.429 ;  9.877 ; 303 ; 2019-276T23:01:35.304Z ; 1.000
-0.429 ; 10.225 ; 325 ; 2019-299T13:50:41.914Z ; 0.719
-0.429 ; 10.263 ; 333 ; 2019-307T19:08:37.381Z ; 1.000
-0.429 ; 10.420 ; 307 ; 2019-281T02:12:46.355Z ; 1.000
-0.429 ; 10.509 ; 392 ; 2020-003T10:11:05.207Z ; 1.000
-0.429 ; 10.525 ; 321 ; 2019-295T11:31:25.060Z ; 1.000
-0.429 ; 10.845 ; 360 ; 2019-335T13:29:41.160Z ; 1.000
-0.429 ; 10.857 ; 288 ; 2019-261T14:10:43.574Z ; 1.000
-0.429 ; 11.156 ; 021 ; 2018-352T07:18:35.059Z ; 1.000
-0.429 ; 11.274 ; 207 ; 2019-178T09:30:51.108Z ; 1.000
-0.429 ; 11.379 ; 341 ; 2019-316T01:33:04.472Z ; 1.000
-0.429 ; 11.381 ; 291 ; 2019-264T16:41:15.288Z ; 1.000
-0.429 ; 11.554 ; 332 ; 2019-306T19:48:46.203Z ; 1.000
-0.429 ; 11.685 ; 208 ; 2019-179T10:35:27.845Z ; 1.000
-0.429 ; 11.771 ; 256 ; 2019-228T18:06:54.574Z ; 1.000
-0.429 ; 13.193 ; 204 ; 2019-175T09:31:26.960Z ; 1.000
-0.429 ; 13.479 ; 380 ; 2019-356T05:20:54.844Z ; 1.000
-0.429 ; 13.514 ; 392 ; 2020-003T13:16:18.270Z ; 1.000
-0.429 ; 13.901 ; 252 ; 2019-224T17:40:50.270Z ; 1.000
-0.429 ; 14.905 ; 021 ; 2018-352T11:09:43.784Z ; 1.000
-0.429 ; 15.526 ; 312 ; 2019-286T10:44:41.863Z ; 1.000
-0.428 ;  9.510 ; 220 ; 2019-191T16:12:31.771Z ; 1.000
-0.428 ;  9.596 ; 328 ; 2019-302T15:10:18.223Z ; 1.000
-0.428 ;  9.891 ; 044 ; 2019-010T21:15:43.495Z ; 1.000
-0.428 ; 10.008 ; 162 ; 2019-132T02:47:51.734Z ; 1.000
-0.428 ; 10.275 ; 366 ; 2019-341T16:51:13.492Z ; 0.993
-0.428 ; 10.424 ; 094 ; 2019-062T06:43:56.722Z ; 1.000
-0.428 ; 10.511 ; 386 ; 2019-362T06:14:37.037Z ; 1.000
-0.428 ; 10.545 ; 253 ; 2019-225T14:53:20.048Z ; 1.000
-0.428 ; 10.561 ; 171 ; 2019-141T09:14:49.518Z ; 0.996
-0.428 ; 10.771 ; 400 ; 2020-011T15:42:38.104Z ; 1.000
-0.428 ; 10.914 ; 198 ; 2019-169T03:15:33.078Z ; 1.000
-0.428 ; 11.154 ; 372 ; 2019-347T21:42:04.803Z ; 1.000
-0.428 ; 11.557 ; 292 ; 2019-265T17:31:28.824Z ; 1.000
-0.428 ; 11.640 ; 210 ; 2019-181T11:51:09.836Z ; 1.000
-0.428 ; 11.754 ; 293 ; 2019-266T18:23:02.191Z ; 0.871
-0.428 ; 11.758 ; 323 ; 2019-297T14:06:19.299Z ; 1.000
-0.428 ; 11.912 ; 033 ; 2018-364T16:03:15.799Z ; 1.000
-0.428 ; 12.217 ; 392 ; 2020-003T11:56:20.566Z ; 1.000
-0.428 ; 12.261 ; 372 ; 2019-347T22:50:18.189Z ; 1.000
-0.428 ; 12.376 ; 029 ; 2018-360T13:52:40.510Z ; 1.000
-0.428 ; 12.390 ; 357 ; 2019-332T13:06:35.672Z ; 1.000
-0.428 ; 12.597 ; 371 ; 2019-346T22:31:34.022Z ; 0.979
-0.428 ; 12.742 ; 389 ; 2019-365T10:30:23.735Z ; 0.998
-0.428 ; 12.786 ; 318 ; 2019-292T11:52:25.630Z ; 1.000
-0.428 ; 13.041 ; 264 ; 2019-237T00:40:02.083Z ; 1.000
-0.428 ; 13.136 ; 295 ; 2019-268T21:07:06.140Z ; 1.000
-0.428 ; 13.304 ; 097 ; 2019-065T11:39:32.496Z ; 1.000
-0.428 ; 13.689 ; 112 ; 2019-080T22:01:21.186Z ; 0.987
-0.428 ; 13.691 ; 175 ; 2019-145T15:04:34.960Z ; 1.000
-0.428 ; 13.874 ; 234 ; 2019-206T05:51:26.805Z ; 1.000
-0.428 ; 13.950 ; 292 ; 2019-265T19:58:59.995Z ; 1.000
-0.428 ; 14.041 ; 261 ; 2019-233T23:43:36.260Z ; 0.999
-0.428 ; 14.760 ; 389 ; 2019-365T12:34:47.681Z ; 0.998
-0.428 ; 15.053 ; 203 ; 2019-174T10:46:49.673Z ; 1.000
-0.428 ; 15.112 ; 098 ; 2019-066T14:10:18.043Z ; 1.000
-0.427 ;  8.569 ; 332 ; 2019-306T16:44:45.414Z ; 1.000
-0.427 ;  9.501 ; 397 ; 2020-008T12:26:02.207Z ; 1.000
-0.427 ; 10.216 ; 311 ; 2019-285T04:37:55.721Z ; 1.000
-0.427 ; 10.303 ; 373 ; 2019-348T21:29:02.011Z ; 1.000
-0.427 ; 10.572 ; 160 ; 2019-130T02:04:13.863Z ; 1.000
-0.427 ; 10.943 ; 345 ; 2019-320T03:43:56.699Z ; 0.954
-0.427 ; 11.065 ; 319 ; 2019-293T10:45:47.953Z ; 1.000
-0.427 ; 11.169 ; 251 ; 2019-223T14:13:08.427Z ; 1.000
-0.427 ; 11.579 ; 382 ; 2019-358T04:42:40.390Z ; 1.000
-0.427 ; 12.098 ; 046 ; 2019-013T00:51:11.247Z ; 1.000
-0.427 ; 12.120 ; 229 ; 2019-201T00:46:52.435Z ; 1.000
-0.427 ; 12.203 ; 317 ; 2019-291T10:37:04.372Z ; 0.999
-0.427 ; 12.329 ; 357 ; 2019-332T13:02:50.077Z ; 1.000
-0.427 ; 12.366 ; 353 ; 2019-328T10:27:18.273Z ; 1.000
-0.427 ; 12.404 ; 264 ; 2019-237T00:00:47.147Z ; 1.000
-0.427 ; 12.678 ; 081 ; 2019-049T00:30:50.781Z ; 1.000
-0.427 ; 12.758 ; 132 ; 2019-101T10:00:50.199Z ; 1.000
-0.427 ; 13.189 ; 160 ; 2019-130T04:45:31.665Z ; 1.000
-0.427 ; 13.404 ; 399 ; 2020-010T17:45:29.226Z ; 1.000
-0.427 ; 13.425 ; 333 ; 2019-307T22:23:32.675Z ; 1.000
-0.427 ; 13.709 ; 033 ; 2018-364T17:54:03.174Z ; 1.000
-0.427 ; 13.982 ; 394 ; 2020-005T15:04:00.524Z ; 1.000
-0.427 ; 14.025 ; 305 ; 2019-279T04:36:07.714Z ; 1.000
-0.427 ; 14.178 ; 361 ; 2019-336T17:34:37.632Z ; 1.000
-0.427 ; 14.348 ; 180 ; 2019-150T19:01:10.368Z ; 1.000
-0.427 ; 15.707 ; 359 ; 2019-334T17:49:57.109Z ; 1.000
-0.426 ;  9.684 ; 330 ; 2019-304T16:34:34.642Z ; 1.000
-0.426 ; 10.274 ; 176 ; 2019-146T12:13:14.087Z ; 1.000
-0.426 ; 10.297 ; 293 ; 2019-266T16:53:15.938Z ; 0.871
-0.426 ; 10.389 ; 388 ; 2019-364T07:25:54.896Z ; 1.000
-0.426 ; 10.486 ; 322 ; 2019-296T12:08:26.293Z ; 0.693
-0.426 ; 10.888 ; 292 ; 2019-265T16:50:14.592Z ; 1.000
-0.426 ; 10.964 ; 170 ; 2019-140T09:00:29.786Z ; 1.000
-0.426 ; 11.447 ; 393 ; 2020-004T11:48:17.298Z ; 1.000
-0.426 ; 11.534 ; 358 ; 2019-333T12:53:16.570Z ; 1.000
-0.426 ; 11.645 ; 299 ; 2019-272T22:12:51.803Z ; 1.000
-0.426 ; 12.031 ; 320 ; 2019-294T12:24:46.073Z ; 1.000
-0.426 ; 12.120 ; 130 ; 2019-099T08:03:02.336Z ; 1.000
-0.426 ; 12.653 ; 188 ; 2019-158T22:30:26.420Z ; 1.000
-0.426 ; 13.526 ; 018 ; 2018-349T07:44:58.164Z ; 1.000
-0.426 ; 14.050 ; 399 ; 2020-010T18:25:19.573Z ; 1.000
-0.426 ; 14.539 ; 245 ; 2019-217T13:44:53.178Z ; 0.942
-0.426 ; 14.581 ; 396 ; 2020-007T16:59:48.511Z ; 0.986
-0.426 ; 14.640 ; 334 ; 2019-309T00:17:53.770Z ; 1.000
-0.426 ; 15.834 ; 346 ; 2019-321T09:24:57.576Z ; 1.000
-0.426 ; 16.412 ; 178 ; 2019-148T19:49:58.697Z ; 1.000
-0.425 ;  8.944 ; 023 ; 2018-354T06:21:57.265Z ; 1.000
-0.425 ;  9.546 ; 355 ; 2019-330T08:52:22.946Z ; 1.000
-0.425 ;  9.944 ; 395 ; 2020-006T11:34:30.003Z ; 1.000
-0.425 ;  9.949 ; 353 ; 2019-328T07:58:20.708Z ; 1.000
-0.425 ; 10.582 ; 342 ; 2019-317T01:23:23.198Z ; 1.000
-0.425 ; 10.811 ; 378 ; 2019-354T01:17:35.234Z ; 1.000
-0.425 ; 11.526 ; 190 ; 2019-160T22:39:23.960Z ; 1.000
-0.425 ; 11.594 ; 363 ; 2019-338T16:14:11.654Z ; 1.000
-0.425 ; 11.666 ; 315 ; 2019-289T08:45:05.252Z ; 0.912
-0.425 ; 11.711 ; 116 ; 2019-084T22:28:11.261Z ; 1.000
-0.425 ; 11.716 ; 347 ; 2019-322T05:50:32.768Z ; 1.000
-0.425 ; 12.482 ; 233 ; 2019-205T03:46:24.863Z ; 1.000
-0.425 ; 12.604 ; 383 ; 2019-359T06:25:18.767Z ; 1.000
-0.425 ; 12.723 ; 234 ; 2019-206T04:40:30.608Z ; 1.000
-0.425 ; 12.864 ; 389 ; 2019-365T10:37:54.226Z ; 0.998
-0.425 ; 12.899 ; 238 ; 2019-210T07:28:35.909Z ; 1.000
-0.425 ; 13.381 ; 026 ; 2018-357T12:55:04.931Z ; 1.000
-0.425 ; 13.556 ; 231 ; 2019-203T03:34:00.748Z ; 0.871
-0.425 ; 16.208 ; 179 ; 2019-149T20:16:34.632Z ; 1.000
-0.424 ;  9.528 ; 373 ; 2019-348T20:41:15.489Z ; 1.000
-0.424 ; 10.560 ; 194 ; 2019-165T00:16:46.740Z ; 1.000
-0.424 ; 10.984 ; 366 ; 2019-341T17:34:57.822Z ; 0.993
-0.424 ; 11.052 ; 315 ; 2019-289T08:07:13.712Z ; 0.912
-0.424 ; 11.577 ; 316 ; 2019-290T09:19:02.410Z ; 1.000
-0.424 ; 11.610 ; 385 ; 2019-361T06:42:52.471Z ; 1.000
-0.424 ; 11.648 ; 267 ; 2019-240T01:12:18.397Z ; 1.000
-0.424 ; 11.764 ; 336 ; 2019-310T22:39:32.068Z ; 1.000
-0.424 ; 12.256 ; 391 ; 2020-002T11:19:20.035Z ; 1.000
-0.424 ; 12.338 ; 021 ; 2018-352T08:31:28.465Z ; 1.000
-0.424 ; 12.374 ; 038 ; 2019-004T19:50:33.015Z ; 1.000
-0.424 ; 12.693 ; 354 ; 2019-329T11:26:53.257Z ; 1.000
-0.424 ; 13.518 ; 247 ; 2019-219T14:00:35.574Z ; 1.000
-0.424 ; 13.616 ; 174 ; 2019-144T14:20:44.644Z ; 1.000
-0.424 ; 14.111 ; 230 ; 2019-202T03:28:52.518Z ; 1.000
-0.424 ; 14.549 ; 033 ; 2018-364T18:45:51.617Z ; 1.000
-0.424 ; 14.673 ; 138 ; 2019-107T15:54:13.719Z ; 1.000
-0.424 ; 15.717 ; 142 ; 2019-111T19:35:27.425Z ; 1.000
-0.423 ;  8.306 ; 026 ; 2018-357T07:42:10.843Z ; 1.000
-0.423 ;  9.649 ; 299 ; 2019-272T20:09:51.210Z ; 1.000
-0.423 ;  9.958 ; 171 ; 2019-141T08:37:41.568Z ; 0.996
-0.423 ; 10.001 ; 199 ; 2019-170T02:58:31.083Z ; 1.000
-0.423 ; 10.047 ; 235 ; 2019-207T02:34:52.271Z ; 1.000
-0.423 ; 10.705 ; 298 ; 2019-271T20:35:28.613Z ; 1.000
-0.423 ; 10.797 ; 219 ; 2019-190T16:52:33.093Z ; 1.000
-0.423 ; 10.859 ; 297 ; 2019-270T20:05:35.606Z ; 1.000
-0.423 ; 11.035 ; 233 ; 2019-205T02:17:10.805Z ; 1.000
-0.423 ; 11.090 ; 394 ; 2020-005T12:05:43.964Z ; 1.000
-0.423 ; 11.952 ; 216 ; 2019-187T16:05:58.344Z ; 1.000
-0.423 ; 11.969 ; 333 ; 2019-307T20:53:48.908Z ; 1.000
-0.423 ; 12.375 ; 285 ; 2019-258T13:46:04.250Z ; 1.000
-0.423 ; 12.376 ; 362 ; 2019-337T16:22:58.042Z ; 1.000
-0.423 ; 12.514 ; 230 ; 2019-202T01:50:26.951Z ; 1.000
-0.423 ; 12.521 ; 149 ; 2019-118T20:53:01.752Z ; 1.000
-0.423 ; 12.754 ; 323 ; 2019-297T15:07:40.700Z ; 1.000
-0.423 ; 12.772 ; 132 ; 2019-101T10:01:39.198Z ; 1.000
-0.423 ; 12.874 ; 159 ; 2019-129T03:46:54.287Z ; 1.000
-0.423 ; 13.413 ; 021 ; 2018-352T09:37:43.384Z ; 1.000
-0.423 ; 15.251 ; 014 ; 2018-345T06:59:58.304Z ; 0.790
-0.423 ; 16.414 ; 033 ; 2018-364T20:40:48.509Z ; 1.000
-0.422 ;  9.381 ; 319 ; 2019-293T09:02:00.422Z ; 1.000
-0.422 ;  9.551 ; 321 ; 2019-295T10:31:22.556Z ; 1.000
-0.422 ;  9.796 ; 347 ; 2019-322T03:52:10.753Z ; 1.000
-0.422 ; 10.293 ; 261 ; 2019-233T19:52:36.311Z ; 0.999
-0.422 ; 10.405 ; 261 ; 2019-233T19:59:30.101Z ; 0.999
-0.422 ; 10.471 ; 024 ; 2018-355T08:35:58.694Z ; 1.000
-0.422 ; 10.675 ; 146 ; 2019-115T17:01:35.846Z ; 1.000
-0.422 ; 10.697 ; 034 ; 2018-365T15:28:07.223Z ; 1.000
-0.422 ; 11.259 ; 375 ; 2019-350T23:46:52.772Z ; 1.000
-0.422 ; 11.313 ; 377 ; 2019-353T01:09:06.094Z ; 0.999
-0.422 ; 11.319 ; 359 ; 2019-334T13:19:28.272Z ; 1.000
-0.422 ; 11.556 ; 387 ; 2019-363T07:58:24.959Z ; 1.000
-0.422 ; 12.308 ; 394 ; 2020-005T13:20:50.257Z ; 1.000
-0.422 ; 13.309 ; 338 ; 2019-313T01:33:40.496Z ; 1.000
-0.422 ; 13.486 ; 157 ; 2019-127T03:06:14.178Z ; 1.000
-0.422 ; 13.543 ; 026 ; 2018-357T13:05:07.920Z ; 1.000
-0.422 ; 14.162 ; 383 ; 2019-359T08:01:21.654Z ; 1.000
-0.422 ; 14.691 ; 174 ; 2019-144T15:27:03.274Z ; 1.000
-0.422 ; 14.937 ; 033 ; 2018-364T19:09:44.593Z ; 1.000
-0.421 ;  9.046 ; 084 ; 2019-051T22:45:13.210Z ; 1.000
-0.421 ;  9.287 ; 390 ; 2020-001T07:36:50.252Z ; 0.977
-0.421 ;  9.858 ; 258 ; 2019-230T17:27:43.674Z ; 1.000
-0.421 ; 10.075 ; 212 ; 2019-183T11:33:12.831Z ; 1.000
-0.421 ; 10.275 ; 330 ; 2019-304T17:11:00.483Z ; 1.000
-0.421 ; 10.486 ; 244 ; 2019-216T08:55:44.056Z ; 0.898
-0.421 ; 10.787 ; 231 ; 2019-203T00:43:20.012Z ; 0.871
-0.421 ; 11.085 ; 315 ; 2019-289T08:09:14.709Z ; 0.912
-0.421 ; 11.154 ; 373 ; 2019-348T22:21:32.231Z ; 1.000
-0.421 ; 11.498 ; 229 ; 2019-201T00:08:32.794Z ; 1.000
-0.421 ; 11.688 ; 228 ; 2019-199T23:40:56.650Z ; 1.000
-0.421 ; 11.864 ; 389 ; 2019-365T09:36:16.911Z ; 0.998
-0.421 ; 11.886 ; 321 ; 2019-295T12:55:18.818Z ; 1.000
-0.421 ; 11.949 ; 171 ; 2019-141T10:40:22.402Z ; 0.996
-0.421 ; 12.097 ; 303 ; 2019-277T01:18:25.181Z ; 1.000
-0.421 ; 12.177 ; 241 ; 2019-213T08:42:01.405Z ; 1.000
-0.421 ; 12.202 ; 194 ; 2019-165T01:58:01.180Z ; 1.000
-0.421 ; 12.284 ; 298 ; 2019-271T22:12:51.650Z ; 1.000
-0.421 ; 12.427 ; 267 ; 2019-240T02:00:19.315Z ; 1.000
-0.421 ; 12.844 ; 400 ; 2020-011T17:50:25.709Z ; 1.000
-0.421 ; 12.911 ; 304 ; 2019-278T02:48:02.270Z ; 1.000
-0.421 ; 13.053 ; 028 ; 2018-359T13:54:35.127Z ; 1.000
-0.421 ; 13.074 ; 301 ; 2019-275T00:59:47.375Z ; 1.000
-0.421 ; 13.094 ; 214 ; 2019-185T15:57:50.439Z ; 1.000
-0.421 ; 13.136 ; 383 ; 2019-359T06:58:07.527Z ; 1.000
-0.421 ; 13.173 ; 394 ; 2020-005T14:14:08.386Z ; 1.000
-0.421 ; 13.384 ; 020 ; 2018-351T08:56:02.871Z ; 1.000
-0.421 ; 13.632 ; 192 ; 2019-163T02:07:39.539Z ; 1.000
-0.421 ; 13.762 ; 185 ; 2019-155T21:41:09.140Z ; 1.000
-0.421 ; 13.838 ; 167 ; 2019-137T09:59:58.004Z ; 1.000
-0.421 ; 13.909 ; 394 ; 2020-005T14:59:29.530Z ; 1.000
-0.421 ; 14.824 ; 207 ; 2019-178T13:09:40.618Z ; 1.000
-0.421 ; 15.144 ; 119 ; 2019-088T03:57:35.520Z ; 1.000
-0.421 ; 15.722 ; 056 ; 2019-023T11:10:53.792Z ; 1.000
-0.420 ;  9.867 ; 185 ; 2019-155T17:41:05.295Z ; 1.000
-0.420 ; 10.054 ; 257 ; 2019-229T17:00:25.176Z ; 1.000
-0.420 ; 10.100 ; 176 ; 2019-146T12:02:28.202Z ; 1.000
-0.420 ; 10.101 ; 293 ; 2019-266T16:41:09.858Z ; 0.871
-0.420 ; 10.103 ; 366 ; 2019-341T16:40:36.908Z ; 0.993
-0.420 ; 10.193 ; 389 ; 2019-365T07:53:15.761Z ; 0.998
-0.420 ; 10.465 ; 117 ; 2019-085T21:50:41.264Z ; 1.000
-0.420 ; 10.663 ; 145 ; 2019-114T16:21:38.866Z ; 1.000
-0.420 ; 10.702 ; 374 ; 2019-349T22:33:07.555Z ; 1.000
-0.420 ; 10.842 ; 150 ; 2019-119T19:48:46.413Z ; 1.000
-0.420 ; 11.027 ; 193 ; 2019-164T00:06:19.560Z ; 1.000
-0.420 ; 11.579 ; 235 ; 2019-207T04:09:17.423Z ; 1.000
-0.420 ; 11.669 ; 183 ; 2019-153T18:13:43.909Z ; 1.000
-0.420 ; 11.693 ; 211 ; 2019-182T12:33:41.086Z ; 1.000
-0.420 ; 11.695 ; 119 ; 2019-088T00:25:00.253Z ; 1.000
-0.420 ; 12.003 ; 157 ; 2019-127T01:34:48.293Z ; 1.000
-0.420 ; 12.136 ; 325 ; 2019-299T15:48:31.615Z ; 0.719
-0.420 ; 12.377 ; 019 ; 2018-350T07:14:03.661Z ; 1.000
-0.420 ; 12.511 ; 231 ; 2019-203T02:29:34.444Z ; 0.871
-0.420 ; 12.951 ; 214 ; 2019-185T15:49:02.051Z ; 1.000
-0.420 ; 13.809 ; 300 ; 2019-274T01:05:42.194Z ; 0.969
-0.420 ; 13.813 ; 047 ; 2019-014T03:16:35.181Z ; 1.000
-0.420 ; 14.204 ; 024 ; 2018-355T12:26:09.868Z ; 1.000
-0.420 ; 14.893 ; 016 ; 2018-347T07:49:26.465Z ; 1.000
-0.420 ; 15.500 ; 132 ; 2019-101T12:49:48.017Z ; 1.000
-0.419 ;  9.205 ; 038 ; 2019-004T16:35:09.264Z ; 1.000
-0.419 ;  9.221 ; 211 ; 2019-182T10:01:21.631Z ; 1.000
-0.419 ;  9.270 ; 185 ; 2019-155T17:04:16.051Z ; 1.000
-0.419 ;  9.950 ; 319 ; 2019-293T09:37:04.563Z ; 1.000
-0.419 ; 10.676 ; 216 ; 2019-187T14:47:17.371Z ; 1.000
-0.419 ; 10.983 ; 038 ; 2019-004T18:24:48.116Z ; 1.000
-0.419 ; 11.387 ; 378 ; 2019-354T01:53:06.681Z ; 1.000
-0.419 ; 11.408 ; 238 ; 2019-210T05:56:41.951Z ; 1.000
-0.419 ; 11.635 ; 390 ; 2020-001T10:01:34.842Z ; 0.977
-0.419 ; 11.678 ; 329 ; 2019-303T17:58:04.894Z ; 1.000
-0.419 ; 13.021 ; 263 ; 2019-235T23:59:26.891Z ; 1.000
-0.419 ; 13.415 ; 263 ; 2019-236T00:23:43.851Z ; 1.000
-0.419 ; 13.798 ; 267 ; 2019-240T03:24:50.175Z ; 1.000
-0.419 ; 13.967 ; 072 ; 2019-039T19:55:11.621Z ; 1.000
-0.419 ; 14.407 ; 355 ; 2019-330T13:52:00.510Z ; 1.000
-0.419 ; 14.658 ; 326 ; 2019-300T19:03:24.834Z ; 1.000
-0.419 ; 15.521 ; 019 ; 2018-350T10:27:54.433Z ; 1.000
-0.418 ;  8.745 ; 141 ; 2019-110T11:46:31.389Z ; 1.000
-0.418 ;  9.509 ; 356 ; 2019-331T09:29:34.658Z ; 1.000
-0.418 ;  9.524 ; 155 ; 2019-124T21:43:34.614Z ; 1.000
-0.418 ;  9.859 ; 335 ; 2019-309T20:02:37.375Z ; 1.000
-0.418 ;  9.889 ; 321 ; 2019-295T10:52:13.523Z ; 1.000
-0.418 ;  9.937 ; 017 ; 2018-348T03:23:43.804Z ; 1.000
-0.418 ; 10.317 ; 195 ; 2019-166T00:41:03.367Z ; 1.000
-0.418 ; 10.778 ; 229 ; 2019-200T23:24:11.461Z ; 1.000
-0.418 ; 11.239 ; 265 ; 2019-237T23:28:21.441Z ; 1.000
-0.418 ; 11.271 ; 376 ; 2019-352T00:27:03.886Z ; 1.000
-0.418 ; 11.382 ; 352 ; 2019-327T08:47:13.040Z ; 1.000
-0.418 ; 11.773 ; 392 ; 2020-003T11:28:58.801Z ; 1.000
-0.418 ; 11.981 ; 139 ; 2019-108T13:47:31.097Z ; 1.000
-0.418 ; 12.075 ; 237 ; 2019-209T05:58:30.712Z ; 1.000
-0.418 ; 12.551 ; 305 ; 2019-279T03:05:15.649Z ; 1.000
-0.418 ; 12.763 ; 196 ; 2019-167T03:51:00.507Z ; 1.000
-0.418 ; 12.832 ; 354 ; 2019-329T11:35:27.445Z ; 1.000
-0.418 ; 13.111 ; 237 ; 2019-209T07:02:21.713Z ; 1.000
-0.418 ; 13.303 ; 365 ; 2019-340T19:18:28.009Z ; 1.000
-0.418 ; 13.345 ; 021 ; 2018-352T09:33:31.889Z ; 1.000
-0.418 ; 13.468 ; 295 ; 2019-268T21:27:31.908Z ; 1.000
-0.418 ; 13.950 ; 319 ; 2019-293T13:43:37.875Z ; 1.000
-0.418 ; 14.122 ; 371 ; 2019-347T00:05:36.367Z ; 0.979
-0.418 ; 14.300 ; 178 ; 2019-148T17:39:47.725Z ; 1.000
-0.417 ; 10.188 ; 152 ; 2019-121T20:26:51.726Z ; 1.000
-0.417 ; 10.219 ; 218 ; 2019-189T15:37:41.716Z ; 1.000
-0.417 ; 10.273 ; 356 ; 2019-331T10:16:37.784Z ; 1.000
-0.417 ; 10.419 ; 286 ; 2019-259T12:24:53.363Z ; 1.000
-0.417 ; 10.803 ; 362 ; 2019-337T14:45:59.088Z ; 1.000
-0.417 ; 10.878 ; 180 ; 2019-150T15:27:18.853Z ; 1.000
-0.417 ; 11.175 ; 041 ; 2019-007T20:35:48.911Z ; 1.000
-0.417 ; 11.241 ; 195 ; 2019-166T01:37:58.292Z ; 1.000
-0.417 ; 11.291 ; 325 ; 2019-299T14:56:26.102Z ; 0.719
-0.417 ; 11.326 ; 313 ; 2019-287T07:05:15.451Z ; 1.000
-0.417 ; 11.337 ; 249 ; 2019-221T13:04:47.470Z ; 1.000
-0.417 ; 11.385 ; 261 ; 2019-233T20:59:54.006Z ; 0.999
-0.417 ; 11.395 ; 357 ; 2019-332T12:05:15.164Z ; 1.000
-0.417 ; 11.492 ; 125 ; 2019-094T04:08:04.926Z ; 1.000
-0.417 ; 11.530 ; 211 ; 2019-182T12:23:40.102Z ; 1.000
-0.417 ; 11.632 ; 377 ; 2019-353T01:28:45.962Z ; 0.999
-0.417 ; 12.153 ; 233 ; 2019-205T03:26:07.095Z ; 1.000
-0.417 ; 12.276 ; 220 ; 2019-191T19:02:57.787Z ; 1.000
-0.417 ; 12.529 ; 187 ; 2019-157T21:43:34.050Z ; 1.000
-0.417 ; 12.726 ; 286 ; 2019-259T14:47:06.736Z ; 1.000
-0.417 ; 12.834 ; 377 ; 2019-353T02:42:52.853Z ; 0.999
-0.417 ; 12.977 ; 302 ; 2019-276T01:33:14.316Z ; 1.000
-0.417 ; 13.715 ; 037 ; 2019-003T20:33:27.983Z ; 0.671
-0.417 ; 13.930 ; 252 ; 2019-224T17:42:40.567Z ; 1.000
-0.417 ; 13.947 ; 373 ; 2019-349T01:13:41.676Z ; 1.000
-0.417 ; 14.243 ; 288 ; 2019-261T17:39:26.353Z ; 1.000
-0.416 ;  9.586 ; 372 ; 2019-347T20:05:23.864Z ; 1.000
-0.416 ;  9.612 ; 139 ; 2019-108T11:21:31.275Z ; 1.000
-0.416 ;  9.617 ; 328 ; 2019-302T15:11:34.221Z ; 1.000
-0.416 ;  9.819 ; 210 ; 2019-181T09:58:56.699Z ; 1.000
-0.416 ;  9.906 ; 391 ; 2020-002T08:54:26.435Z ; 1.000
-0.416 ; 10.202 ; 084 ; 2019-051T23:56:27.106Z ; 1.000
